Precip_Date,Days,Day_num,Date_bin,Precip_avg(mm)
2017-11-13,day_of,0,1,0.2968301253391127
2017-11-14,day_of,0,1,0.043270582658669725
2017-11-15,day_of,0,1,0.10940204163313652
2017-11-16,1day_after,1,0,0.8094753500662726
2017-11-17,-,-,0,0.6998547158118713
2017-11-18,day_of,0,1,0.055024982783967474
2017-11-19,1day_after,1,0,5.319297141008449
2017-11-20,2days_after,2,0,3.9908698254709747
2018-01-19,day_before,-1,0,0.0856255433
2018-01-20,day_of,0,1,0.019925715777235776
2018-01-21,1day_after,1,0,1.1967007285186988
2018-01-22,2days_after,2,0,0.5383878802691059
2018-01-27,day_before,-1,0,0.12533218759999998
2018-01-28,day_of,0,1,0.011103451036290325
2018-01-29,1day_after,1,0,0.05166280104596774
2018-01-30,2days_after,2,0,0.4664042795169355
2018-01-31,-,-,0,0.8948612728064519
2018-02-01,-,-,0,1.6711274417701607
2018-02-02,day_before,-1,0,0.008773392200806456
2018-02-03,day_of,0,1,0.06461599896209676
2018-02-04,1day_after,1,0,0.018048521972580653
2018-02-05,2days_after,2,0,0.005618491333387099
2018-02-16,day_before,-1,0,0.006783303729192203
2018-02-17,day_of,0,1,0.02192386891351465
2018-02-18,1day_after,1,0,0.010136078436687587
2018-02-19,2days_after,2,0,5.714512232421828
2018-05-07,day_before,-1,0,0.22832676419550726
2018-05-08,day_of,0,1,0.2490945661056791
2018-05-09,1day_after,1,0,3.3498000666666674
2018-05-10,2days_after,2,0,15.506525004938275
2018-10-30,day_before,-1,0,0.07019111536009123
2018-10-31,day_of,0,1,0.003021244399530202
2018-11-01,day_of,0,1,0.013108094878839594
2018-11-02,1day_after,1,0,0.016362336594163873
2018-11-03,2days_after,2,0,5.665969150181553
2019-02-24,day_before,-1,0,0.017651401229689664
2019-02-25,day_of,0,1,0.01385901735337955
2019-02-26,1day_after,1,0,0.003537906083996537
2019-02-27,2days_after,2,0,0.016993408786759562
2019-03-25,day_before,-1,0,0.3305441950996685
2019-03-26,day_of,0,1,2.231824188405293
2019-03-27,1day_after,1,0,1.8704974133832837
2019-03-28,2days_after,2,0,0.20243178696590405
2019-11-08,day_before,-1,0,0.15885996320713994
2019-11-09,day_of,0,1,0.09673453660779571
2019-11-10,1day_after,1,0,0.06249382057887104
2019-11-11,2days_after,2,0,10.621127601212914
