Date_bin,Precip_avg(mm)
0,0.030363407374074076
1,0.02600709221087561
1,0.017095480236359442
0,0.005773034435458713
0,0.02645837523532111
0,0.2700501171987804
1,0.2044958834117659
0,0.00030114521965853654
0,0.4519505500216582
0,0.36692081886207334
0,0.14611244592068404
1,0.09615781154788319
0,0.84868847819865
1,0.21810802817412514
1,0.38791747480290917
1,0.049756904423158506
0,1.1734180263934737
0,3.1989713107144424
0,4.945026422385314
1,3.292505729726996
0,0.15257136733231338
0,1.571315849090575
1,1.2037382628995135
0,0.5739676145770835
0,23.639090716421578
0,0.15879622738960472
1,0.0217180109248656
0,0.006589834176161363
0,0.10642747410249799
1,0.015156631502481517
1,0.012154793422916794
0,10.21324973808567
0,3.047883296436841
0,1.369726184434463
1,0.26926510091283
0,0.017181273569209135
0,0.02239644919600636
0,0.12788833577996786
1,0.12725710322267303
0,0.3045883783940527
0,1.7310343033989894
0,0.5927901044642165
1,0.10103121876447888
0,0.8498856893753005
0,1.918008232658353
0,1.552670465411056
1,0.6073720688849338
1,0.6363412032043546
0,0.816437152441275
0,0.5479742464807821
0,1.0802707040784227
1,0.42683049636153836
0,0.009401594121038463
0,0.3081627930552119
0,1.653672857733739
1,0.8059369437944645
0,1.9878959908968938
0,3.2730144632718083
0,0.5999145812349186
1,0.10684570523448068
1,0.06841641615057435
0,0.11258624322034155
1,0.2799106777341128
1,0.19169760673259714
1,0.05012890063137143
0,0.2346272773022349
0,0.696194124209121
0,2.0952998396956337
0,6.970697375768778
0,1.0289826017559842
0,0.22322805478637175
1,0.4857138445652817
0,1.2306861045694464
0,2.2505514396883135
0,3.725786210817176
1,3.270423781215045
0,0.8746119423979324
1,0.26896172713256367
0,0.48656288998300057
0,0.12310165266326324
1,0.16139820343733335
0,0.11678119853809361
1,0.09502692318141347
0,0.0899921981505377
0,0.06733059380669373
0,0.10051293300934194
1,0.00117270462348172
0,0.11284781531220836
0,0.03773436663239565
0,0.3817444496639882
1,0.05616706930434523
0,0.015758730263690474
0,0.24022176971607148
0,0.0036663710765624997
1,0.051290290827083335
0,0.00046308567708333337
0,0.0037522815729166673
0,0.06861538613440074
1,2.665689473039213
0,8.004002282331578
0,0.09860670747449943
0,4.159792203596734
1,0.04408158720609171
0,0.8310187679337026
0,0.18716279827396498
0,27.18093028895713
1,0.021212394122292814
0,0.16039948391324124
0,0.43760984585339635
1,6.92589521388402
0,11.217887437033593
0,1.1542885378471355
0,15.99126775296776
0,0.14432389815802435
0,0.2921240895403402
1,0.2907901148278957
0,2.584236466787421
0,0.01365645440243848
0,0.008944863951708949
0,0.0011999357994813009
0,0.023891291298591886
1,0.00442688061679133
1,0.023085492872628722
0,8.996178733212371
0,1.925419665584118
0,0.09687968138266238
0,0.6975663276657964
0,9.233209078590787e-05
0,0.005199986287203249
1,4.705137967384769
0,7.200451762740144
0,0.02846024052391004
0,19.54532668852368
1,0.00015350860440789473
0,0.02839652547531577
0,3.3769451725626016
0,0.001645857093346491
1,0.0
0,2.583634169851754
0,0.5636632603991225
0,3.225391290163276
1,0.8734109943020792
0,0.3321363472919893
0,0.5643995950690546
0,0.19781448410230543
0,1.35363313400813
0,1.8593606491040782
1,1.1689576991448405
0,2.7746953058151527
0,0.4567656837446362
0,0.02590979422542152
1,4.825785332307692e-05
1,0.09561930175644005
0,0.4870085046888799
1,0.0
0,0.0
0,0.0
0,0.19038898255000003
1,0.27495081125000004
0,1.0898072223999997
0,31.440127387500006
0,0.16961553316589126
1,0.05089282242594782
0,0.0026808931492456533
0,0.00023113881237608693
0,0.00043550070280748665
1,0.007448049788391712
0,0.004634584033628348
0,0.02350232136825734
0,0.10877060534477576
1,0.01467437111491031
0,0.8373794124338306
0,0.1685405243949019
1,0.013924202586347885
0,0.006049319755370911
0,0.3892107981699394
0,0.0013564214583333333
1,0.0033543211276515147
0,0.07965495304822348
0,0.008887401612386367
0,0.006836994038666664
1,0.003964513910899997
0,0.00715664861158334
0,0.004561495797499999
0,0.00042909910643707086
1,0.002053709228826085
0,0.002279838391544623
0,1.2635602426647594
0,0.4163963880484191
1,0.37216362570307243
1,0.26727521880506966
0,0.2656646075581583
0,2.513557862943477
0,0.2426573837966553
1,1.1265035981441065
1,0.05739302685527103
0,0.7945575905615332
0,0.1300223092353275
0,18.302375054804724
1,0.13105157339154513
0,3.437243202039481
0,0.4873410979733149
0,5.373201367534119
0,2.730331687014975
0,2.3743466268959166
0,2.25580724979355
0,7.090520007129898
0,0.07384744798023216
1,0.8906096331013633
0,3.739441325289757
0,3.7469130680063523
0,0.42204932388828276
0,0.00045083659119505486
1,0.6868020918045441
0,0.11508702625632891
0,0.13877587962651525
0,17.740032072447466
1,7.017865234131465
0,0.26032879941469844
0,0.016062716336095142
0,0.15019584453812204
1,0.18506230636092597
1,0.23513810669620294
0,0.657965601356248
0,0.15507231230961208
0,1.2907213794858692
1,0.666404728696378
0,0.07737419473137215
0,0.34985022475261673
0,0.45422434475422796
1,0.6756743734592151
0,0.0017291900639215681
0,2.0850050507496705
0,1.9621919682450502
1,0.2380483808809433
0,0.6778073980038168
0,0.04240792762015092
0,0.0324978557930014
1,2.6234851840706868
0,0.010952218015927365
0,0.03960261039589321
0,2.220786367491786
1,0.04350235241512345
0,0.28805906379132895
0,1.9554262638882594
0,0.08701171707236123
1,0.001376956735652174
0,0.0006610167209705377
0,0.18660843022270354
0,0.12444896195031581
1,0.18309535302148958
0,0.3722497530247852
0,0.16732143109918335
0,20.42326844386891
1,4.701771390540552
0,0.9482014343365179
0,16.348670792864752
0,0.03193989882778489
1,0.015305486228288642
1,0.02814838959233229
1,0.10847113835454407
0,0.03834920980477099
1,0.10301952201417654
0,0.01968136389707566
0,0.3432195878020352
0,0.8985925075966661
1,0.11804322240841386
0,0.25363372758004954
0,15.231547703469637
