Date_bin,Precip_avg(mm)
0,0.3926038707815021
1,0.5461680428944158
0,0.31374083790177393
0,0.8053655190543008
0,0.24928750884982132
1,0.07605544451928052
0,0.053052830310977066
0,12.6386139920079
0,20.604815388321256
0,1.6296386362294855
0,0.8191038163302901
0,6.555389238765603
0,0.27212311906466685
1,0.5585451400723281
1,1.35465748723069
0,0.07653863920246246
0,4.135306344212225
0,0.057661252279557096
1,0.03998374077487002
0,1.130767169065165
0,1.2756737900585489
0,0.20588475472431655
1,1.650711689698078
1,0.5351234824341164
0,0.07044780183600097
0,0.09914130762354094
0,0.007645591490514955
1,0.006447100388646608
0,0.0030338709361074447
0,0.013790231536109235
0,0.7243037148489544
1,0.4008170175661495
1,0.05041921278576818
1,0.13512831613147974
0,0.03532772652842664
0,0.3085909582844753
0,8.707533097462449
1,0.5715306365816539
0,0.7644279400739844
0,0.04692656497057713
0,0.4227037928719657
1,1.0238512744002364
0,0.0331013560718938
0,0.06800115462301515
0,0.013830856326464651
1,0.0236930620638384
0,0.020749599958282815
0,0.005884502044444449
0,1.8499117948469201
1,0.4381505967481815
1,0.032780718873433284
1,0.016210748143927197
0,0.1111930213997734
0,1.973210305222589
0,4.953874817830781
1,3.034099759040419
1,0.17203742873055702
0,0.22283102266814472
0,0.5717246723701152
1,0.3088636445577484
0,0.6650918064209005
1,0.2968301253391127
1,0.043270582658669725
1,0.10940204163313652
0,0.8094753500662726
0,0.6998547158118713
1,0.055024982783967474
0,5.319297141008449
0,3.9908698254709747
0,0.0856255433
1,0.019925715777235776
0,1.1967007285186988
0,0.5383878802691059
0,0.12533218759999998
1,0.011103451036290325
0,0.05166280104596774
0,0.4664042795169355
0,0.8948612728064519
0,1.6711274417701607
0,0.008773392200806456
1,0.06461599896209676
0,0.018048521972580653
0,0.005618491333387099
0,0.006783303729192203
1,0.02192386891351465
0,0.010136078436687587
0,5.714512232421828
0,0.22832676419550726
1,0.2490945661056791
0,3.3498000666666674
0,15.506525004938275
0,0.07019111536009123
1,0.003021244399530202
1,0.013108094878839594
0,0.016362336594163873
0,5.665969150181553
0,0.017651401229689664
1,0.01385901735337955
0,0.003537906083996537
0,0.016993408786759562
0,0.3305441950996685
1,2.231824188405293
0,1.8704974133832837
0,0.20243178696590405
0,0.15885996320713994
1,0.09673453660779571
0,0.06249382057887104
0,10.621127601212914
